Date,Text,Text Normalization,Label_Bert,Encoded_Label
11/2024,Baru cobain Triple Peach Americano fore enak banget oooy,cobain triple peach americano fore enak banget oooy,positive,2
05/2024,kalo fore semuanya menurutku kurang wkwkwkwk gaada rasa yg bikin memori; kaya oh yaudah aja,fore menurutku wkwkwkwk uang bikin memori kaya,negative,0
05/2024,"Aku tim fore, kopinya tu enak banget aku sukaaa",tim fore kopinya tu enak banget sukaaa,positive,2
04/2024,kopken (juwara beans) tuku fore (enak dia gurih) janjiw . . . . . . . . . . . . . kopi abc susu . . . . . . tomoro,kopi kenangan juwara beans tuku fore enak gurih janjiw kopi abc susu tomoro,positive,2
03/2024,"imo enggaa si, aku yg itungannya gabisa minum kopi aja bisa kok minum fore yg large sendirian",imo enggaa si itungannya gabisa minum kopi minum fore large,negative,0
01/2024,fore deket rumahku bisa nongkrong dan wfc hehehe,fore deket rumahku nongkrong kerja kafe hehehe,positive,2
06/2024,Salah satunya. Tapi makin kesini untuk brand nya bebas aja. Soalnya banyak juga brand lain yang ga kalah enak dan murah juga. Mana habbit tiap hari ngopi lagi. Apa ga jebol kantong kalo harus nge fore tiap hari?,salah satunya kesini brand nya bebas brand kalah enak murah habbit ngopi jebol kantong nge fore,positive,2
02/2024,"point: kopi jadul, tomoro: kopi aren, fore: butterscoth, haus:-, esteh:-",point coffee kopi jaman tomoro kopi aren fore butterscoth haus esteh,neutral,1
03/2024,duh ga dipap pdhl enak bgt vibesnya ngopi fore tp ditakeway dan minum duduk di trotoar sambil sharing masalah idup ke doi huaaaaa nyaman bgt itu jiakh,aduh dipap pdhl enak banget vibesnya ngopi fore ditakeway minum duduk trotoar sharing idup doi huaaaaa nyaman banget jiakh,positive,2
05/2024,Fore itu apa Kak??,fore kak,negative,0
03/2024,fore yg itu enak,fore enak,positive,2
01/2024,Point enak tpi fore juga lebih comfy,point coffee enak fore comfy,positive,2
01/2024,"FORE ENAKK, pointcoffee jg enak",fore enakk pointcoffee enak,positive,2
04/2024,"tukuu, point, fore, tomoro",tukuu point coffee fore tomoro,negative,0
09/2024,samaa fore jg,samaa fore,positive,2
01/2024,fore akhir2 ini lg suka sama titik koma,fore akhir2 suka titik koma,positive,2
02/2024,"waktu itu beli americano di fore enak sih nder, ya standar lah, namanya americano ya gitu2 doang rasanya",beli americano fore enak sih iya standar namanya americano iya gitu2 doang,positive,2
05/2024,"fore, point dan pengen nyobain tuku knp blm ada di jogja",fore point coffee pengen nyobain tuku jogja,negative,0
04/2024,"di fore rame egk yh,,,, mw blajar juga jdinya",fore ramai egk yh now watching blajar jdinya,neutral,1
04/2024,"Gw diajak ketemuan, ditanyain mau di cnb apa fore. Gw sengaja pilih fore krn ada disc pengguna baru",diajak ketemuan ditanyain cnb fore sengaja pilih fore diskon pengguna,neutral,1
06/2024,Spill menu fire paling enak dong mau coba nnt kalo ke fore,spill menu fire enak coba nnt fore,positive,2
06/2024,"fore paling enak sih menurutku, kopi tuku juga best bangett, kopi kenangan ini urutan ketiga enaknyaa",fore enak sih menurutku kopi tuku best bangett kopi kenangan urutan enaknyaa,positive,2
01/2024,"Cafe lokal di sekitar mu bisa jadi opsi nder. Fore sama Point coffee juga enak. Kalau mau bikin sendiri lebih hemat, bisa di atur sesuka kita. Kopi bubuk nya coba waringkas. Krimer, gula aren juga banyak dijual dipasaran, susu nya pake oatside aja atau pilih yg fresh milk",cafe lokal mu opsi fore point coffee coffee enak bikin hemat atur sesuka kopi bubuk nya coba waringkas krimer gula aren dijual dipasaran susu nya pakai oatside pilih fresh milk,positive,2
02/2024,"tomoro ice americano, point semuaaa, fore semua",tomoro ice americano point coffee semuaaa fore,positive,2
04/2024,Kalo rasa perkopi kopiannya sih fore... enak bgt,perkopi kopiannya sih fore enak banget,positive,2
09/2024,KOPIIIIIIIII pls apalagi fore americano peach nya enak pol coyy,kopiiiiiiiii pls fore americano peach nya enak pol coyy,positive,2
03/2024,Ultah dulu terus klaim Birthday reward lewat app fore,ulang klaim birthday reward app fore,neutral,1
02/2024,point : caramel machiato tomoro ; (blm nemu yg enak atau emang salah menu. soal lidahku ngerasa kopi dia terlalu pait) fore : butter scotch haus : - es teh : varian matcha sih biasanya,point coffee caramel machiato tomoro nemu enak salah menu lidahku ngerasa kopi pait fore butter scotch haus es kakak perempuan varian matcha sih,positive,2
12/2024,"b aja katakuu, enakan fore",b katakuu enakan fore,negative,0
04/2024,sbux (dah ak boikot ygy) point nako kopken fore janjiw,starbucks deh boikot ygy point coffee nako kopi kenangan fore janjiw,neutral,1
06/2024,surat terbuka untuk fore tolong adain milik crumble ukuran large karna aku secinta itu,surat terbuka fore adain crumble ukuran large secinta,neutral,1
04/2024,"Fore, tuku, arabica. Yang lumayan adalah point dan famima",fore tuku arabica lumayan point coffee famima,positive,2
05/2024,"fore, janjiw, point coffee. pengen bgt cobain tuku belom kesampean jauh2 disini",fore janjiw point coffee coffee pengen banget cobain tuku kesampean jauh-jauh disini,negative,0
02/2024,rate dong kopinya tomoro 1-10. aku mau nyoba tapi ragu. masih mentok di fore,rate kopinya tomoro 110 nyoba ragu mentok fore,negative,0
05/2024,Kemaren si sby lupa nyoba huhu malah minum fore lagi fore lagi,si sby lupa nyoba huhu minum fore fore,negative,0
04/2024,Fore dulu yg lain belom tau,fore,negative,0
01/2024,fore atau jco kali,fore jco,neutral,1
04/2024,tuku & fore >>>>>>>,tuku fore,neutral,1
05/2024,fore nderrrr enak bgt itu yg buttershotch sea salt,fore nderrrr enak banget buttershotch sea salt,positive,2
01/2024,fore enak bgt!!!,fore enak banget,positive,2
06/2024,sejauh ini kopi fore paling ampuh di gue buat melek semaleman,kopi fore ampuh melek semaleman,positive,2
06/2024,"Ada coffee 20, ada point coffee, ada tuku sama fore ka. Sama bikin sendiri ka kalau lg g mager krena lumayan hemat juga.",coffee 20 point coffee coffee tuku fore kakak bikin kakak mager krena lumayan hemat,positive,2
06/2024,udh coba kopi fore tp tetapan hati ke tuku,udah coba kopi fore tetapan hati tuku,neutral,1
01/2024,"Ini adalah karena fore punya ""magic"" ternyata emg bener itu pelet nya, dulu bingung kenapa disebut magic, ya ternyata emg magic anjir. Baru ngerti skrg pas udh resign wkwkkwk. Tp jujur fore emg enak sih, R&D nya gak maen2, bangga bgt pernah jd bagian dari perjalanan fore",fore magic memang benar pelet nya bingung magic iya memang magic anjing mengerti pas udah resign wkwkkwk jujur fore memang enak sih rd nya gak maen2 bangga banget bagian perjalanan fore,positive,2
06/2024,"Kalo Fore punya decaf coffee, pesen itu aja, nder. Atau bisa coba matcha, dark chocolate, atau almond choco semisal nggak alergi kacang.",fore decaf coffee pesen coba matcha dark chocolate almond choco alergi kacang,positive,2
04/2024,"normal, tp gapernah kuat minum kopi di fore pasti demam",normal gapernah kuat minum kopi fore demam,positive,2
04/2024,"Arabica, tuku, fore, point!!",arabica tuku fore point coffee,positive,2
06/2024,varian apa kak yg mirip fore?,varian kak mirip fore,neutral,1
01/2024,"Tuku, Arah, Fore, Janji Jiwa, sama Kopi Kenangan",tuku arah fore janji jiwa kopi kenangan,positive,2
06/2024,"fore, kemenangan",fore kemenangan,neutral,1
04/2024,"top 4 aku, fore tuku janjiw point",top 4 fore tuku janjiw point coffee,neutral,1
08/2024,Setiap ke fore belinya matcha greentea (less sugar) additional sea salt,fore belinya matcha greentea gula additional sea salt,positive,2
05/2024,Pas di fore anjir ternyata cashless langsung gajadi. Males. Padahal uang cash masih jadi alat pembayaran,pas fore anjing cashless gajadi males uang cash alat pembayaran,negative,0
04/2024,1. kopken 2. tuku 3. jago 4. fore 5. point,1 kopi kenangan 2 tuku 3 jago 4 fore 5 point coffee,positive,2
04/2024,1. Fore 2. Kopken 3. Point 4. Janjiwa Baru nyoba 4 itu sih sisanya belom pernah..,1 fore 2 kopi kenangan 3 point coffee 4 janjiwa nyoba 4 sih sisanya,negative,0
06/2024,fore tp udah lama ga ke sana,fore,negative,0
06/2024,"Mahasiswa skrg minumnya fore, aku dulu minumnya es kuwut depan kampus",mahasiswa minumnya fore minumnya es kuwut kampus,positive,2
04/2024,FORE terfavorit sepanjang masa,fore terfavorit,positive,2
06/2024,Maaf tp enakan fore :(,maaf enakan fore,negative,0
05/2024,"Untuk selera orang yang doyan kopi manis, aku pilih fore",selera doyan kopi manis pilih fore,positive,2
04/2024,tuku fore point,tuku fore point coffee,neutral,1
04/2024,pointtt... tp nlm tau fore enak ga si ktnya enak,pointtt nlm fore enak si ktnya enak,negative,0
04/2024,"Tuku, kopken, fore enak, kalo arabica kata aku kureng apa aku pesennya salah kali ya karena minta yg light coffeenya jadi kaya minum air biasa, mana harganya mehong",tuku kopi kenangan fore enak arabica kureng pesennya salah iya terang coffeenya kaya minum air harganya mehong,positive,2
04/2024,yah kalo aku justru jd gasuka sm fore karna matchanya b aja banget,yah gasuka fore matchanya b banget,negative,0
07/2024,Fore butterscotch laahhh tolong enak bgt kalo ga pandan latte,fore butterscotch laahhh enak banget pandan latte,positive,2
04/2024,Tuku sama fore terdebest,tuku fore terdebest,positive,2
07/2024,"point kalau boleh milih di luar dua itu, fore",point coffee milih fore,neutral,1
12/2024,makanya ada yg bilang kl kopi fam itu versi murahnya fore yaa,bilang kopi fam versi murahnya fore yaa,positive,2
06/2024,"gua pas jadi mahasiswa akhir beli kopken aja udah meriang bgt dompet, duit buat ngeprin skripsi, ngeprin gambar, ngeprin poster, beli bahan maket fore tu kalau lagi banyak duit aja",pas mahasiswa beli kopi kenangan meriang banget dompet duit ngeprin skripsi ngeprin gambar ngeprin poster beli bahan maket fore tu duit,negative,0
05/2024,"tukuuuu, fore terlalu light, kopken kemanisan. paling bener TUKUUUU",tukuuuu fore terang kopi kenangan kemanisan benar tukuuuu,positive,2
04/2024,kalo gue si fore sama si kopi kenangan si,si fore si kopi kenangan si,positive,2
03/2024,"Choco blend fore enak, tapi no coffee ya pure coklat aja",choco blend fore enak coffee iya pure coklat,positive,2
04/2024,Fore buttercream latte Couvee caramel machiato Dah itu tok yg sering ku order,fore buttercream latte couvee caramel machiato deh tok ku order,neutral,1
01/2024,"POINT COFFEE ATAU FORE KAK, SUMPAH GA KALAH ENAK SAMA SBUX, BAHKAN LEBIH MURAHHH",point coffee coffee fore kak sumpah kalah enak starbucks murahhh,positive,2
04/2024,"belum sama sekali nyobain matchanya tomoro sama fore soalnya pasti order kopi, next deh nyoba",nyobain matchanya tomoro fore order kopi deh nyoba,positive,2
04/2024,kataku enak tapi terlalu manis. ngga ada rasa pahitnya.. enak tuh matchanya fore yg less sugar da best,kataku enak manis pahitnya enak tuh matchanya fore gula da best,positive,2
05/2024,"SAMAA NDERRR, TOP 3 GUE HANYA TUKU DAN FORE yg lain so-so aja..",samaa nderrr top 3 tuku fore soso,negative,0
11/2024,tapi di kotaku tomoro di ada di mana2 dan sllu diskon di ojol. emg sih enakan fore tp dia cuma ada di mall. gabisa dibeli pas gabut mampir mau ke kampus/kerja gt karna di dalem mall bgt (ada satu lg di pusat kota),kotaku tomoro mana2 sllu diskon ojol memang sih enakan fore mall gabisa dibeli pas gabut mampir kampuskerja dalem mall banget pusat kota,positive,2
01/2024,FORE!!beli yg butterscotch iniii enaaak bgt,forebeli butterscotch iniii enaaak banget,positive,2
09/2024,Matcha nya fore enak gasih?,matcha nya fore enak gasih,positive,2
10/2024,"untuk pengguna baru aps fore emng selalu ada diskon 50% kakk, smpe maks 3x trx diskonnyaa",pengguna fore memang diskon 50 kakk smpe maks 3x trx diskonnyaa,positive,2
01/2024,Moso point rasane koyo fore,point coffee rasane koyo fore,neutral,1
01/2024,saranin fore yg non coffee dong,saranin fore non coffee,negative,0
05/2024,fore lah diskonnya mayan bgt itu dr 30an,fore diskonnya mayan banget dr 30an,positive,2
09/2024,dingin aja puanas ga betah. baru tau fore kemasan yg ini cakep,dingin panas betah fore kemasan cakep,positive,2
05/2024,Gak fore gak hore,gak fore gak hore,negative,0
05/2024,Kapok gw beli fore yg seliter karena rasanya jauh dari yg cup,kapok beli fore seliter cup,negative,0
11/2024,packaging fore tuh simple tapi bagus deh,packaging fore tuh simple bagus deh,positive,2
04/2024,tuku fore kopken point,tuku fore kopi kenangan point coffee,neutral,1
06/2024,"Fore ke1, idm yummy coffee ke2, idm point ke3, tp akhir-akhir ini lg sering beli tomoro",fore ke1 idm yummy coffee ke2 idm point coffee ke3 akhirakhir beli tomoro,positive,2
04/2024,Di gresik ada fore? Atau di surabaya giru,gresik fore surabaya giru,neutral,1
04/2024,Fore bisa tanpa gula?,fore gula,positive,2
04/2024,"Rate ak: 1. Kopken!!! enak, murah, ga pait kopina ini beneran tiap hari gw beli anjrot 2. Fore enak, ga pait kopina, tp mahal 3. Famima KSK enak dan mursida Sisanya terserah. Tp yg paling bawah janjiw hehehehehe mmf",rate 1 kopi kenangan enak murah pait kopina beneran beli anjrot 2 fore enak pait kopina mahal 3 famima ksk enak mursida sisanya terserah janjiw hehehehehe mmf,positive,2
04/2024,tuku sm fore,tuku fore,neutral,1
11/2024,Yang mau birthday treat free kopi fore download appnya guys. Ini linknya http://fore.coffee/download-apps/ masukkin kode referral 7E6253 pas registrasi yaa biar sama2 dapet discount 50% jugaa hihi,birthday treat free kopi fore download appnya teman-teman linknya masukkin kode referral 7e6253 pas registrasi yaa biar sama2 discount 50 jugaa hihi,neutral,1
05/2024,"tuku susu tetangga, fore butterscotch, kopken signature (bukan yg biasa), tomoro coconut (less sweet)",tuku susu tetangga fore butterscotch kopi kenangan signature tomoro coconut sweet,positive,2
04/2024,Fore tak ada dua si apa lg tiga,fore si,negative,0
05/2024,"cosan, kopken, soe fore lupa rasanya wkwk",cosan kopi kenangan soe fore lupa wkwk,negative,0
04/2024,Versi gw sih ini ; 1. Kopken 2. Point coffee 3. Fami cafe 4. Fore Sisa blm nyoba,versi sih 1 kopi kenangan 2 point coffee coffee 3 fami cafe 4 fore sisa nyoba,positive,2
06/2024,Klo abis minum fore langsung anemia. Bener2 yg klo abis jongkok berdiri pandangan langsung gelap kek mau pingsan. Tapi jarang si minum fore.,habis minum fore anemia bener2 habis jongkok berdiri pandangan gelap pingsan jarang si minum fore,negative,0
04/2024,tuku & fore da best,tuku fore da best,positive,2
02/2024,"Enak, ada sepetnya tp lebih ke creamy sih menurut aku, harganya 11-12 sm fore tapi, jd prefer kenangan",enak sepetnya creamy sih harganya 1112 fore prefer kenangan,positive,2
04/2024,"tuku, fore, tomoro",tuku fore tomoro,neutral,1
08/2024,"Maaf numpang tanya, ada yang tau ngga Fore yang butterscotch seasalt latte itu kalau di suhu ruang tahan berapa lama ya? TIA",maaf numpang fore butterscotch seasalt latte suhu tahan iya tia,neutral,1
04/2024,"Blm nyoba tuku, tapi so far fore, tomoro, animo. Point coffee juara di price",nyoba tuku so far fore tomoro animo point coffee coffee juara price,positive,2
06/2024,"Ini menu point. Gada di dom ku fore, paling pernah beli pas dulu butterscotch ena.",menu point coffee gada dom ku fore beli pas butterscotch enak,positive,2
04/2024,Trauma meliat fore.klo disuruhx tf,trauma meliat foreklo disuruhx tf,neutral,1
04/2024,fore enak bgt! tapi boncos aing kl fore mulu,fore enak banget boncos fore melulu,negative,0
09/2024,"Sorry, exelso tetep dihati, kopi kenangan sama jokopi fav, poin coffe juga ga kalah enak, kopi tuku unnderrate yang ga bakal bisa diganti, fore buat main main, kopi calf kopi selingan lain. Selain brand yang itu buanyak banget kopi lokal yang enak juga.",maaf exelso tetep dihati kopi kenangan jokopi favorit poin coffe kalah enak kopi tuku unnderrate diganti fore main main kopi calf kopi selingan brand buanyak banget kopi lokal enak,positive,2
08/2024,Paling suka butterscotch juga kalo di fore,suka butterscotch fore,positive,2
04/2024,"Ah lu bikin gua kangen fore ae, mana disini gak ada bjirrrrr",ah bikin kangen fore ae disini gak bjirrrrr,negative,0
04/2024,"% arabica,tuku,fore",arabicatukufore,neutral,1
05/2024,"berani, tapi tergantung kafe nya tuh kafe yang sendiri friendly atau ngga, contoh kafe yg sendirian friendly tu kaya fore, bx, excelso",berani tergantung kafe nya tuh kafe friendly contoh kafe friendly tu kaya fore bx excelso,positive,2
04/2024,"Kopken, famima, fore. Tuku enak jg sbnrnya tapi terlalu pait di mulut aku",kopi kenangan famima fore tuku enak sbnrnya pait mulut,positive,2
04/2024,"Tuku, fore.",tuku fore,negative,0
11/2024,"Tomor* enakkk nder matchanya!! Atau ga fore, atau ga point",tomor enakkk matchanya fore point coffee,positive,2
05/2024,Boleh tambah fore ga sih wkwkkw,fore sih tertawa,negative,0
05/2024,"tuku, calf, fore",tuku calf fore,neutral,1
11/2024,Fore ga kopi ga afdoool,fore kopi afdoool,positive,2
06/2024,butterscotch fore sama kopi susu keluarga famima,butterscotch fore kopi susu keluarga famima,positive,2
06/2024,Matcha fore 40k ternyata b aja anjir malah enakan kopken,matcha fore 40k b anjing enakan kopi kenangan,negative,0
02/2024,"point coffee = kopi baper Fore = americano/manuka americano ga tau tomoro, gapernah beli gaus sama es teh indonesia gula nya tinggi bgt",point coffee coffee kopi baper fore americanomanuka americano tomoro gapernah beli gaus es kakak perempuan indonesia gula nya banget,positive,2
02/2024,"Aku blm coba fore tapi janjiw b aja, gaada dalem list tp mending tomoro",coba fore janjiw b uang dalem list tomoro,positive,2
04/2024,"Yg paling enak jelas %arabica tp gabsa disandingin kaya tuku, point, fore dll",enak arabica gabsa disandingin kaya tuku point coffee fore lain-lain,positive,2
12/2024,Knp ya fore bagiku kurang kerasa kopinya,iya fore bagiku kerasa kopinya,negative,0
01/2024,"Apa ya.. Excelso bisa kalo sukanya kopi yg duarr nendang mata, Fore kalo suka yg lebih light, kalo suka yg tengah2 bisa janji jiwa / kopi kenangan, yg kualitasnya masih suka beda antar gerai 1 sama lainnya kopi point / kopi jadoelnya beanspot",iya excelso sukanya kopi duarr nendang mata fore suka terang suka tengah2 janji jiwa kopi kenangan kualitasnya suka beda gerai 1 kopi point coffee kopi jadoelnya beanspot,positive,2
05/2024,"Tuku, Fore dan Point Coffee",tuku fore point coffee coffee,neutral,1
05/2024,Fore Tuku Kenangan,fore tuku kenangan,positive,2
05/2024,"Tuku,fore,point. -Minum tuku kaya minum air putih bbrpa kali sruput langsung abis -fore banyak diskonnya. -Point sering diskon tiap hari senin.",tukuforepoint minum tuku kaya minum air putih bbrpa sruput habis fore diskonnya point coffee diskon,positive,2
05/2024,"kalo kopi bgt bawah, klo cm buat minum sm yg lebih manis fore",kopi banget cm minum manis fore,positive,2
04/2024,"tuku, fore",tuku fore,neutral,1
04/2024,"Fore, point, kopi soe",fore point coffee kopi soe,positive,2
04/2024,Akhir akhir ini lagi suka fore sih,suka fore sih,positive,2
04/2024,fore sama tuku sih paling,fore tuku sih,positive,2
04/2024,"Tuku, point, fore",tuku point coffee fore,negative,0
04/2024,"1. Tuku, calf, tomoro 2. Famima, janjiw, kopken, nako 3. Selain itu Fore sama % arabica blm nyoba soalnya",1 tuku calf tomoro 2 famima janjiw kopi kenangan nako 3 fore arabica nyoba,positive,2
04/2024,Memang fore pemenangnya,memang fore pemenangnya,positive,2
05/2024,fore worth bgt soalnya dapet 50% dan 3x pake kode referall (wajib masukin soalnya kl ga gakan dpt vocnyaa) 6BD17E,fore worth banget 50 3x pakai kode referall wajib masukkan gakan vocnyaa 6bd17e,positive,2
05/2024,kopken: enak to rada ada msh serbuk2 gt (ga terlalu alus) fore: kurang strong matchanya tp ya gurih gt ga terlalu manis tomoro: the best HAHAHAHAH,kopi kenangan enak to rada serbuk2 alus fore strong matchanya iya gurih manis tomoro best hahahahah,positive,2
04/2024,fore tomoro sm tuku,fore tomoro tuku,positive,2
04/2024,"Calf, tuku, fore",calf tuku fore,negative,0
12/2024,fore junior lebih mantep mana dapet stiker,fore junior mantap stiker,positive,2
04/2024,1. fore 2. tuku 3. kopisoe,1 fore 2 tuku 3 kopisoe,positive,2
04/2024,Kerasa enaknya sampe sini. I love matcha. Apalagi matcha nya Fore,kerasa enaknya i love matcha matcha nya fore,positive,2
02/2024,"Fore!! Kalau ada blu bayar pake blu, jadi 24k",fore blu bayar pakai blu 24k,negative,0
06/2024,Fore yang butterscotch sea salt latte. Sama tomoro spanish aren latte atau breve latte. Btw pake app biar dapet harga promo,fore butterscotch sea salt latte tomoro spanish aren latte breve latte ngomong-ngomong pakai app biar harga promo,positive,2
12/2024,"Menu kopinya strong semua kata aku mah, kalo mau yg gak strong fore aja nder",menu kopinya strong mah gak strong fore,positive,2
01/2024,ini ada rasa kopinya gak? menu non kopi yg enaaak di fore apa sih? recommend dong guysss,kopinya gak menu non kopi enaaak fore sih recommend guysss,positive,2
11/2024,punya nya fore enak nderr,nya fore enak nderr,positive,2
04/2024,tuku sama fore sih best,tuku fore sih best,positive,2
04/2024,EMG FORE BEST BGT,memang fore best banget,positive,2
04/2024,"Belum cobain fore, pas ada hrs puasa kopi dlu sampe akhir tahun",cobain fore pas puasa kopi,positive,2
02/2024,ikutan dong point belom pernah coba tomoro manuka oat latte fore classic latte haus cuma pernah coba yang kitkat es teh nusantara,ikutan point coffee coba tomoro manuka oat latte fore classic latte haus coba kitkat es kakak perempuan nusantara,positive,2
07/2024,Amannya ya fore atauga point,amannya iya fore atauga point coffee,neutral,1
02/2024,Aku beli fore junior karena yang gede hampir kopi semua atau coklat Stikernya aku balikin wk,beli fore junior gede hampir kopi coklat stikernya balikin wk,negative,0
01/2024,"Temen2 gw yg tadinya ke sbux sih pindah ke fore nder, kalo ngga bs ke tuku atau tomoro",teman-teman starbucks sih pindah fore tuku tomoro,neutral,1
05/2024,"Kopken, fore, point coffee Tapi yg paling sering dibeli tetep kopken",kopi kenangan fore point coffee coffee dibeli tetep kopi kenangan,positive,2
01/2024,"fore, poin, makmur jaya, couve",fore poin makmur jaya couve,neutral,1
05/2024,Fore sama kopi kemenangan kalau di tembalang rasanya 11/12 sama kaya tuku dia creamy gitu,fore kopi kemenangan tembalang 1112 kaya tuku creamy,positive,2
01/2024,"fore enakkk, tempatnya cozy banget",fore enakkk tempatnya cozy banget,positive,2
04/2024,"fore, janji, kopken, tuku , famicafe bestt sii",fore janji kopi kenangan tuku famicafe bestt sii,positive,2
04/2024,1. % 2. Fore 3. Tomoro 4. Point 5. Tuku 999. Janji,1 2 fore 3 tomoro 4 point coffee 5 tuku 999 janji,negative,0
05/2024,Fore banget tapi diseruput dikit dikit,fore banget diseruput dikit dikit,negative,0
04/2024,Fore walaupun gak nyoba semua wkwk,fore gak nyoba wkwk,negative,0
04/2024,"Fore butterscotch sea salt dan point yg caramel macchiato, cuman kalo akhir bulan biasanya kopi liong jg udah enak bgt sih",fore butterscotch sea salt point coffee caramel macchiato cuman kopi liong enak banget sih,positive,2
05/2024,BUTTERSCOTCH SEA SALT LATTE!!! ENAAK POL. Fore tuh favorite ku sama suamiku banget;,butterscotch sea salt latte enaak pol fore tuh favorite ku suamiku banget,positive,2
05/2024,"Fore, tuku, point",fore tuku point coffee,negative,0
04/2024,"Point, tuku, fore, kopken, jokopi duabestttt",point coffee tuku fore kopi kenangan jokopi duabestttt,neutral,1
05/2024,butterscotchnya fore enak nder,butterscotchnya fore enak,positive,2
09/2024,"kopken yg kenangan mantan/double shaken, fore yang butterscotch, couvee yang java sm everyday latte, cosan yng himalaya, tuku kopi tetangga, yang penting latte & creamy is + point",kopi kenangan kenangan mantandouble shaken fore butterscotch couvee java everyday latte cosan yng himalaya tuku kopi tetangga latte creamy is point coffee,positive,2
11/2024,"langganan fore plan dulu ka, nanti tiap tanggal 25 dapet b1g1",langganan fore plan kakak tanggal 25 beli 1 gratis 1,neutral,1
01/2024,"banyakkk. kalo cari kopi menurutku tuku, fore, sama calf. calf ini kayaknya masih banyak yang belum tauu, tapi enak bangett kopinya menurutku. kalo nyari matcha, tomoro enakk!! dia tipe matcha yang pahittt",banyakkk cari kopi menurutku tuku fore calf calf kayaknya tauu enak bangett kopinya menurutku matcha tomoro enakk tipe matcha pahittt,positive,2
02/2024,"matcha nya kak? klo matcha aku lebi suka tomoro, klo kopi aku lebi suka fore, klo non coffee kayak coklat dll aku lebi suka tomoro sih. ((aku ga begitu ngerti kopi, tp fore paling pas buatku))",matcha nya kak matcha lebi suka tomoro kopi lebi suka fore non coffee kayak coklat lain-lain lebi suka tomoro sih mengerti kopi fore pas buatku,positive,2
05/2024,"tuku, point/fore, kopken (tergantung lagi mood yg lebih strong ato manis)",tuku pointfore kopi kenangan tergantung mood strong manis,positive,2
05/2024,"fore, kopken, point (blm nyoba tuku)",fore kopi kenangan point coffee nyoba tuku,neutral,1
11/2024,berharap fore ada di kotaku,berharap fore kotaku,neutral,1
03/2024,"tp kalo emg bukan yg suka kopi gaakan suka americano dah, aku aja cuman doyan amerikano nya fore ajh",memang suka kopi gaakan suka americano deh cuman doyan amerikano nya fore,positive,2
04/2024,Hah? Dari tomoro kegeser grgr fore? Matcha nya fore aneh kata gua. Masih best tomoro. Menurut gua pribadi yaaa.,hah tomoro kegeser grgr fore matcha nya fore aneh best tomoro pribadi yaaa,positive,2
04/2024,"Tuku, fore, sm kopi kenangan",tuku fore kopi kenangan,positive,2
05/2024,fore harga matiiiii,fore harga matiiiii,negative,0
04/2024,"1. Tuku!!! ( belum nemu kopi susu gula aren yg lebih enak dari tuku versi gue ) 2. Fore butterscotch latte ( ekstra sea salt cream, less ice) enakk bgt tapi kalorinya gausah dipikirin 3. point coffee ( menu apa aja enak di point, sering promo, sering diskon)",1 tuku nemu kopi susu gula aren enak tuku versi 2 fore butterscotch latte ekstra sea salt cream ice enakk banget kalorinya gausah dipikirin 3 point coffee coffee menu enak point coffee promo diskon,positive,2
12/2024,"Deket pintu tol kak, ada fore, dll",deket pintu tol kak fore lain-lain,neutral,1
09/2024,"Belum pernah coba matcha fore, next deh aku coba",coba matcha fore deh coba,positive,2
09/2024,kalo versi gue sih ttp couvee sm fore yh,versi sih couvee fore yh,neutral,1
02/2024,"- point coffee : mysterius green, kiwi pandan - tomoro : coconut latte, hojicha latte - fore : choco mint buttercream, butterscotch seasalt latte, caramel praline macchiato - haus : tea series (kecuali black jasmine), teh susu melati - es teh indo : es teh susu nusaberry",point coffee coffee mysterius green kiwi pandan tomoro coconut latte hojicha latte fore choco mint buttercream butterscotch seasalt latte caramel praline macchiato haus tea series black jasmine kakak perempuan susu melati es kakak perempuan indo es kakak perempuan susu nusaberry,positive,2
05/2024,jujur enakan fore buttrscoth rasanya lebih creamy,jujur enakan fore buttrscoth creamy,positive,2
11/2024,punya fore enak kok menurutku,fore enak menurutku,positive,2
01/2024,Fore sih,fore sih,negative,0
04/2024,"Tuku, fore, makmur",tuku fore makmur,positive,2
04/2024,tuku fore Tomoro point,tuku fore tomoro point coffee,neutral,1
09/2024,"Fore siii, bisa sampe 2-3 gelas klo lagi ngejer deadline",fore siii 23 gelas ngejer deadline,negative,0
03/2024,jgn lupa klo fore less sugar tambah enak,lupa fore gula enak,positive,2
10/2024,fore dapet apaa,fore apaa,negative,0
04/2024,Fore is the right way wkwkwkwkkwkw,fore is right way wkwkwkwkkwkw,positive,2
04/2024,"Point, fore, Arabica Tp arabica fore mahal banget anjinkkkkkkk Blm pernah beli tuku, mungkin next time kali yah",point coffee fore arabica arabica fore mahal banget anjinkkkkkkk beli tuku mungkin time yah,negative,0
01/2024,"Kalo di jkrt / tnrg, bisa ke Maxx Coffee + Fore + Djournal ...ini juga termasuk yang enak kok + vibes2 nya bener2 cocok kalo buat kerja serius dan gak norak . Kopi nya juga berasa classy",jkrt tnrg maxx coffee fore djournal enak vibes2 nya bener2 cocok kerja serius gak norak kopi nya berasa classy,positive,2
04/2024,"1. Merk apa aja, yang pasti: Flat white atau Piccolo, espresso nya 2 2. Fore: Irish Latte & Butterscoth Sea Salt Latte",1 merk flat white piccolo espresso nya 2 2 fore irish latte butterscoth sea salt latte,positive,2
