Date,Text,Text Normalization,Sentimen
04/2024,Tiap minggu tidak ketinggalan ngematcha kopken,ketinggalan ngematcha kopi kenangan,positive
04/2024,"Gue belom pernah nyoba weh, kmren diracunin Thai tea kopken skrng matchanya tapi kopken dket rumah gue pada ttup semua gerai nya. Hiks",nyoba weh kmren diracunin thai tea kopi kenangan skrng matchanya kopi kenangan rumah ttup gerai nya hiks,negative
04/2024,OH IYA!! makasii akhirnya aku beli kopken wkwk,iya makasii beli kopi kenangan wkwk,negative
04/2024,Tapi kopken dah kurang juga lagii,kopi kenangan deh lagii,negative
04/2024,Kopken dan indo point menurutku lbh enak dari pada merk ini,kopi kenangan indo point coffee menurutku lbh enak merk,positive
04/2024,"bjir matcha kopken rasa daun, aku picky soal matcha, beda station beda rasa, pernah nemu yg enak matcha domu tapi udah gada disini",bjir matcha kopi kenangan daun picky matcha beda station beda nemu enak matcha domu gada disini,positive
04/2024,"biasa pesen kopken no sugar, mash bisa diterima dilidah",pesen kopi kenangan gula mash diterima dilidah,positive
04/2024,"Iya aku beli matchanya kopken udah no sugar aja masih manis, knp ya",iya beli matchanya kopi kenangan gula manis,negative
04/2024,dimana ada kopken di parepare ku tanya,kopi kenangan parepare ku,neutral
05/2024,Kenapa tiap Kali gua beli kopken selalu kaya kobokan rasanya alias kebanyakan aer?,beli kopi kenangan kaya kobokan alias kebanyakan aer,positive
05/2024,Gue tiap ke kopken pesennya earl grey milk tea si wkwk,kopi kenangan pesennya earl grey milk tea si wkwk,positive
05/2024,kamu dom palembang yaaa? kek di kopken deket rumah akuu wkwk,dom palembang yaaa kopi kenangan deket rumah akuu wkwk,neutral
05/2024,Point coffe mah jauh sama kopken mana enak semua menunya,point coffee coffe mah kopi kenangan enak menunya,positive
05/2024,oatside matcha kopken paling enak sedunia pokoknya,oatside matcha kopi kenangan enak sedunia pokoknya,positive
05/2024,matcha latte kopken ENAK BGT MENURUT W,matcha latte kopi kenangan enak banget,positive
05/2024,aku klo ke kopken always pesen milo dinosaurusnya ga bgitu manis..kyanya ada campuran dark chocolate nya dehh(?) pkonya enakk ga bkin eneg. Apalagi slama hamil emg aku dilarang buat minum minuman yg ngandung kafein,kopi kenangan always pesen milo dinosaurusnya bgitu maniskyanya campuran dark chocolate nya dehh pkonya enakk bkin eneg slama hamil memang dilarang minum minuman ngandung kafein,positive
05/2024,OH MAAPPPP KUKIRA ANY MENU OF KOPKEN,maapppp kukira any menu of kopi kenangan,neutral
05/2024,"OATSIDE MATCHA LATTEEEEEEEESMSSBSJJSJS LESS SUGARRRRRR kl km suka matcha pasti suka si sama matchanya kopken. milo dinonya standar seperti pada umumnya, dutch choco lumayan enak tp harus less sugar biar berasa cokelatnya. sama thai tea kopken kamu harus coba, less sugar ya",oatside matcha latteeeeeeeesmssbsjjsjs sugarrrrrr suka matcha suka si matchanya kopi kenangan milo dinonya standar dutch choco lumayan enak gula biar berasa cokelatnya thai tea kopi kenangan coba gula,positive
05/2024,thai tea kopken enak bgt,thai tea kopi kenangan enak banget,positive
05/2024,"dua ini, kopi shop di Banyuwangi - kopi KTP - beresan kopi kalau lokal Indonesia seringnya kopi kenangan sama point coffee",kopi shop banyuwangi kopi ktp beresan kopi lokal indonesia kopi kenangan point coffee coffee,positive
05/2024,thaiteanya kopken katanya enak nderr aku blm nyoba mau nyoba tp magerr bngt mau ke kopken pdhl deket bngt sm rmh apa kantor,thaiteanya kopi kenangan enak nderr nyoba nyoba magerr banget kopi kenangan pdhl deket banget rumah kantor,positive
05/2024,"Samaaaa, kopi kenangan mantan sama matcha latte dah paling bener",samaaaa kopi kenangan matcha latte deh benar,positive
05/2024,"karena yang baru ada di kota w ini doang : kopi kenangan, point coffee tapi kl ada nambah tuku",kota doang kopi kenangan point coffee coffee nambah tuku,positive
05/2024,"fore, point, kopken (yg ada di domku)",fore point coffee kopi kenangan domku,neutral
05/2024,"Kopken, fore, point coffee Blm pernah nyoba tuku",kopi kenangan fore point coffee coffee nyoba tuku,positive
05/2024,"kopken, tuku, point",kopi kenangan tuku point coffee,neutral
05/2024,"tuku, point/fore, kopken (tergantung lagi mood yg lebih strong ato manis)",tuku pointfore kopi kenangan tergantung mood strong manis,positive
05/2024,"nako,kopken,point coffee pengen nyobain tuku",nakokopkenpoint coffee pengen nyobain tuku,positive
05/2024,"Arah coffee, kopi kenangan, point coffee / maxx coffee",arah coffee kopi kenangan point coffee coffee maxx coffee,positive
05/2024,"Point, fore, kopken Emang karena dekat rumah aja sih",point coffee fore kopi kenangan rumah sih,positive
05/2024,1. kopi kenangan 2. point 3. fore,1 kopi kenangan 2 point coffee 3 fore,positive
05/2024,"Point coffee, kopken, max corner (pernah ditraktir temen ternyata enaq wkwk)",point coffee coffee kopi kenangan max corner ditraktir teman enaq wkwk,positive
05/2024,Kopken ajadeh. Sayang bgt jogja blm ada tuku,kopi kenangan ajadeh sayang banget jogja tuku,positive
05/2024,"point coffee, calf, kopken btw nder cobain calf deh, asli enak bgt creamy total 15k lebih creamy dari tuku",point coffee coffee calf kopi kenangan ngomong-ngomong cobain calf deh asli enak banget creamy total 15k creamy tuku,positive
05/2024,masih kopken,kopi kenangan,positive
05/2024,"fore, kopken, point (blm nyoba tuku)",fore kopi kenangan point coffee nyoba tuku,neutral
05/2024,"tuku, kopken, point",tuku kopi kenangan point coffee,neutral
05/2024,"Fore, pointcoffee, kopken.. Baru itu aja sih Belum tau yg lain Karna belum nyoba",fore pointcoffee kopi kenangan sih nyoba,negative
05/2024,"Kopken, point, fore. Tp beli yg non kopi sih hehe",kopi kenangan point coffee fore beli non kopi sih he,positive
05/2024,"Tuku, calf, kopken",tuku calf kopi kenangan,neutral
05/2024,"Point Cafe, Kopi Kenangan dan Fore",point coffee cafe kopi kenangan fore,positive
05/2024,Urutan versi ku untuk kopi yg banyak cabang : 1. Point 2. Kopken 3. Fore 4. Tomoro 5. Janji jiwa Urutan versi ku yg lokal pwt : 1. Arasta 2. Awor 3. Soedoet koupi 4. Sadadjiwa,urutan versi ku kopi cabang 1 point coffee 2 kopi kenangan 3 fore 4 tomoro 5 janji jiwa urutan versi ku lokal pwt 1 arasta 2 awor 3 soedoet koupi 4 sadadjiwa,positive
05/2024,tuku calf kopken,tuku calf kopi kenangan,positive
05/2024,"Tuku, fore, bakeaholic, calf, kopken lebih 2",tuku fore bakeaholic calf kopi kenangan 2,positive
05/2024,"tuku, kopken, fore, point GABISA PILIH 3",tuku kopi kenangan fore point coffee gabisa pilih 3,neutral
05/2024,TUKU KOPKEN DJOUENAL HAHAHAHAHAHAHAHAH point dulu enak tp skrg ga konsisten jd males,tuku kopi kenangan djouenal hahahahahahahahah point coffee enak konsisten males,negative
05/2024,kopken! krn ga begitu krn susu nya,kopi kenangan susu nya,positive
05/2024,Utk yg udh ada brand bnyak cabang fore sma kopken. Yg lokal dom Kopiria Cerita senja. Mau coba tuku tp belm ada di dom,udah brand bnyak cabang fore kopi kenangan lokal dom kopiria cerita senja coba tuku belm dom,positive
05/2024,Jujur waktu kopken rilis gue excited bwt coba ternyata rasanya zonk. Manis bgt. Sekarang msh kek gitu gak?,jujur kopi kenangan rilis excited coba bodoh manis banget gak,negative
05/2024,"Kopken, belikopi, point",kopi kenangan belikopi point coffee,neutral
05/2024,"tuku susu tetangga, fore butterscotch, kopken signature (bukan yg biasa), tomoro coconut (less sweet)",tuku susu tetangga fore butterscotch kopi kenangan signature tomoro coconut sweet,positive
05/2024,Gasuka kopken yang kemasan gini soalnya manisss bgt,gasuka kopi kenangan kemasan gini manisss banget,positive
05/2024,tuku kopken calf fore (tapi mahal huehue),tuku kopi kenangan calf fore mahal huehue,positive
05/2024,"Point, kopken, janjiw. Janjiw banyak yg blg kureng, tapi menurutku dia cinta pertama kopi ku. Eh ada kupi Kulo juga enakn",point coffee kopi kenangan janjiw janjiw bilang kureng menurutku cinta kopi ku eh kupi kulo enakn,positive
05/2024,"fore, kopken, point pengen nyobain tuku tapi di domku gaada:(",fore kopi kenangan point coffee pengen nyobain tuku domku uang,positive
05/2024,"tuku, fore, kopken sih",tuku fore kopi kenangan sih,negative
05/2024,"kopken, tuku, point, harga terjangkau juga, fore ok sih tp agak mehong",kopi kenangan tuku point coffee harga terjangkau fore ok sih agak mehong,positive
05/2024,tuku dan kopken emang enak sih,tuku kopi kenangan enak sih,positive
05/2024,"Gb, fore, dan apa yah lupa yg penting bukan kopken",gb fore yah lupa kopi kenangan,neutral
05/2024,Point coffee & kopi kenangan,point coffee coffee kopi kenangan,positive
05/2024,"Tuku, kopken, kopi item mgt",tuku kopi kenangan kopi hitam mgt,neutral
05/2024,1. Yummy Gold Coffee 2. Indomart Point 3.Kopi Kenangan,1 yummy gold coffee 2 indomart point coffee 3kopi kenangan,positive
05/2024,"Kopi kenangan, kopi kenangan, kopi kenangan lagi",kopi kenangan kopi kenangan kopi kenangan,positive
05/2024,"fore, kopken, janjiw",fore kopi kenangan janjiw,neutral
05/2024,"kopken point animo, tuku sama flash enak tapi jauhh:(",kopi kenangan point coffee animo tuku flash enak jauhh,positive
05/2024,"Kopi kenangan, fore, collective",kopi kenangan fore collective,negative
05/2024,"Kopken, tuku, point Sejauh ini 3 teratas itusih",kopi kenangan tuku point coffee 3 teratas itusih,neutral
05/2024,matchanya kopken juara,matchanya kopi kenangan juara,neutral
05/2024,"Calf, tuku, fm, kopken. Kopken & fm sama2 di urutan 3 gabisa dipisah sori",calf tuku fm kopi kenangan kopi kenangan fm sama2 urutan 3 gabisa dipisah sori,positive
05/2024,"Makmur jaya, kopi kenangan, kopi anjis",makmur jaya kopi kenangan kopi anjis,neutral
05/2024,1. Kopken 2. Fore 3. Tuku/makmur jaya,1 kopi kenangan 2 fore 3 tukumakmur jaya,positive
05/2024,"Fore, Tuku, Kopi kenangan (tergantung store ada yg enak ada yg engga)",fore tuku kopi kenangan tergantung store enak engga,positive
05/2024,"cosan, kopken, soe fore lupa rasanya wkwk",cosan kopi kenangan soe fore lupa wkwk,negative
05/2024,Kopi made by Arena Kopi Kopi Kenangan Filosofi Kopi,kopi made arena kopi kopi kenangan filosofi kopi,positive
05/2024,"so far tuku, kopken, blm nemu tp katanya cotti enak tp blm sempet cobaa",so far tuku kopi kenangan nemu cotti enak cobaa,positive
05/2024,"top 4 dehh tuku, pilona, % arabica, kopken",top 4 dehh tuku pilona arabica kopi kenangan,neutral
05/2024,"point, kopi kenangan, fore/tomoro",point coffee kopi kenangan foretomoro,positive
05/2024,"Kopken, fore, point coffee Tapi yg paling sering dibeli tetep kopken",kopi kenangan fore point coffee coffee dibeli tetep kopi kenangan,positive
05/2024,"fore, tuku, kopken. Btw tomoro gEnak hwek",fore tuku kopi kenangan ngomong-ngomong tomoro genak hwek,positive
05/2024,"soale dlu ak pertama nyoba di jkt itu uwenak kentel. kopken d jkt dlu juga enak kali, pas d mlg zonk bedo frencess plg ya bedo kali ya",soale nyoba jakarta uwenak kentel kopi kenangan jakarta enak pas mlg bodoh bedo frencess bedo,positive
05/2024,"Kopken, makmur, blm tau lagi",kopi kenangan makmur,negative
05/2024,"kopken, fore, flash coffee banyak si sebenernya",kopi kenangan fore flash coffee si sebenernya,positive
05/2024,"Kopi kenangan, point coffe, fore",kopi kenangan point coffee coffe fore,positive
05/2024,"Kopken, couvee, sama point. Skip dulu fore kalo lagi tanggal tua",kopi kenangan couvee point coffee skip fore tanggal tua,negative
05/2024,"replyannya pada suka tuku, aku first time nyoba cukup. gak lagi. aku tim point ofc, kopken, titik koma/fore/tomoro",replyannya suka tuku first time nyoba gak tim point coffee ofc kopi kenangan titik komaforetomoro,positive
05/2024,"Tuku, kopken, point",tuku kopi kenangan point coffee,neutral
05/2024,"Kopken, point coffee, sama ada 1 vietnamese coffee brand namanya bach coffee tapi adanya cuma di kuncit",kopi kenangan point coffee coffee 1 vietnamese coffee brand namanya bach coffee kuncit,positive
05/2024,Tuku Kopken Alfamart kopi susu jadul,tuku kopi kenangan alfamart kopi susu jaman,positive
05/2024,"Arah, tuku, kopken, point",arah tuku kopi kenangan point coffee,negative
05/2024,"Fore, xxi, indopoint:kopken(?) sama sbnrnya stuja jg sip tp ga bnyak cabang tomoro jg yg disuka matcha""annya, tuku&golden black blm prnh cb tp kepo",fore xxi indopointkopken sbnrnya stuja sip bnyak cabang tomoro disuka matchaannya tukugolden black coba urusan,negative
05/2024,"Kopken, fore, janjiw For their americano sii, menu lain ga tau",kopi kenangan fore janjiw for their americano sii menu,negative
05/2024,"Indomaret point coffee, kopi kenangan, gatau lagi satunya",indomaret point coffee coffee kopi kenangan gatau satunya,neutral
05/2024,"FamilyMart, kopi kenangan, yummy choice indomaret",familymart kopi kenangan yummy choice indomaret,positive
05/2024,"Fore, tuku, kopken, point",fore tuku kopi kenangan point coffee,neutral
05/2024,2. Kopken (soalnya kopina enak n gmpang dicari) 3. Tuku,2 kopi kenangan kopina enak gmpang dicari 3 tuku,positive
05/2024,"kopken, tuku, calf",kopi kenangan tuku calf,neutral
05/2024,Yg ke 3 kopken,3 kopi kenangan,neutral
05/2024,- FORE apapun tetep stop tertinggi ku fore - POINT COFFE : ini dilawan sm kopken aren jg kalah,fore apapun tetep stop tertinggi ku fore point coffee coffe dilawan kopi kenangan aren kalah,negative
05/2024,"TUKU, KOPKEN, POINT",tuku kopi kenangan point coffee,neutral
05/2024,1. Makmur jaya 2. Kopi kenangan 3. Fore,1 makmur jaya 2 kopi kenangan 3 fore,positive
05/2024,"Tuku-fore-kopken (kenangan mantan tp susunya diganti oatside, ini enak banget)",tukuforekopken kenangan susunya diganti oatside enak banget,positive
05/2024,"Sejauh ini : kopken, point, Kyoto arabica",kopi kenangan point coffee kyoto arabica,positive
05/2024,tumbler kota kota kopken bisa buat minuman reguler gini ga si ? pengen pake tapi size nya seliter masa buat minuman reguler,tumbler kota kota kopi kenangan minuman reguler gini si pengen pakai size nya seliter minuman reguler,neutral
05/2024,baru nyoba point Coffee sama kopi kenangan. pas banget di lidah,nyoba point coffee coffee kopi kenangan pas banget lidah,positive
05/2024,"tuku, kopi kenangan, kopi bapak saya",tuku kopi kenangan kopi,neutral
05/2024,"couve, seperdua, tuku, janjiw, kopken, fore, tomoro, jatinangor juga oke gbs milihh",couve seperdua tuku janjiw kopi kenangan fore tomoro jatinangor oke milihh,positive
05/2024,"point coffee, kopken, janjiw soso sih but yeah",point coffee coffee kopi kenangan janjiw soso sih but yeah,negative
05/2024,1. Kopi kenangan ga bakalan terganti 2. Tuku 3. Tommorow,1 kopi kenangan terganti 2 tuku 3 tommorow,positive
05/2024,"Kgk ada nder, kek sama2 aja sama kopken ma janjiw..",kgk sama2 kopi kenangan ma janjiw,negative
05/2024,1. Fore 2. Harlan + holden 3. Kopi kenangan But akhir2 ini lagi suka banget sama harlan holden yang varian butterscotch latte. Seenak ituu. Sea salt latte lumayan sihh. Oh! Sama brown sugar lattenya juga ok!,1 fore 2 harlan holden 3 kopi kenangan but akhir2 suka banget harlan holden varian butterscotch latte seenak ituu sea salt latte lumayan sihh brown gula lattenya ok,positive
05/2024,"Temen ku yg suka sama kopken+fore,katanya kureng untuk kopinya. Tapi kemaren liat di TL katanya varian hojicha sama matcha tomoro enak. Tapi semua tergantung selera,jadi buktiin masing² varian aja wkwkwk",teman ku suka kopkenforekatanya kureng kopinya lihat tl varian hojicha matcha tomoro enak tergantung selerajadi buktiin varian wkwkwk,positive
05/2024,Belum pnh nyoba tomoro matcha.. sejauh ini yg enak masih dipegang kopi kenangan,pnh nyoba tomoro matcha enak dipegang kopi kenangan,positive
05/2024,7/10 karena lebih suka kopken,710 suka kopi kenangan,positive
05/2024,Dibanding jco/kopken Medokan mana kak?,dibanding jcokopken medokan kak,negative
05/2024,enakan mana sama kopken??,enakan kopi kenangan,negative
05/2024,Karena ditempatku belum ada tuku jadi top tier yang skrg masih kopi kenangan,ditempatku tuku top tier kopi kenangan,positive
05/2024,lebih enakan mana sama punya kopken ???,enakan kopi kenangan,negative
05/2024,"ini aku dpt harga 85k, dpt potongan dr shopeefood. kl harga normalnya 95k blm sm ongkir. kl yg seliternya emg lbh murah dr kopken sih untungnya, kl beli satuan lumayan mikir",harga 85k potongan dr shopeefood harga normalnya 95k ongkos kirim seliternya memang lbh murah dr kopi kenangan sih untungnya beli satuan lumayan mikir,positive
05/2024,"Menurut aku kalau suka yg tipe matcha nya pahit, ini kurang sih. Soalnya aftertaste pahitnya cuma kerasa dikit. Apalagi kalau es nya udah mulai mencair, jadi lebih hambar Aku lebih suka Matcha Latte nya kopken.",suka tipe matcha nya pahit sih aftertaste pahitnya kerasa dikit es nya mencair hambar suka matcha latte nya kopi kenangan,positive
05/2024,"Enak banget ada Tuku yg dekat dengan lokasi kamu kalau dekat kantorku yg tinggal ngesot jalan kaki cuman fore, kopken ama sbux doank. Nahh skrg yg paling sering cuman ke fore doank",enak banget tuku lokasi kantorku ngesot jalan kaki cuman fore kopi kenangan starbucks doank nahh cuman fore doank,positive
05/2024,kopken masi tahta tertinggi buatku,kopi kenangan masi tahta tertinggi buatku,positive
05/2024,Mendingan kopken masih ada taste paitnya… ini manis banget padahal udah no sugar.,mendingan kopi kenangan taste paitnya manis banget gula,negative
05/2024,"tukuuuu, fore terlalu light, kopken kemanisan. paling bener TUKUUUU",tukuuuu fore terang kopi kenangan kemanisan benar tukuuuu,positive
05/2024,"So far. Dah ke 5an cabang. Sll dapet ka. My go to cafe kalau mau duduk. Karena kopken gk enak untuk ""duduk diam"".",so far deh 5an cabang kakak my go to cafe duduk kopi kenangan gk enak duduk diam,positive
05/2024,KOPKEN YANG JUMBO LESS SUGARR,kopi kenangan jumbo sugarr,negative
05/2024,DOUBLE SHOT ICED SHAKEN NYA KOPKEN udah paling nomor 1 nya gue,double shot iced shaken nya kopi kenangan nomor 1 nya,neutral
05/2024,matcha oat lattenya. matcha gak sepahit kopken tp ttp pahit paham kan aku ga less sugar dan manisnya pass menurut aku yg gasuka manis ini. luvv tomoro dr pd kopken skg,matcha oat lattenya matcha gak sepahit kopi kenangan pahit paham kan gula manisnya pass gasuka manis luvv tomoro dr kopi kenangan skg,positive
05/2024,TUKU JUGA DONGGGG! SAMA COUVEE WEHHH TOLONK COUVEE BUKA CABANG DI JABODETABEK PLSSS!!! kalau daily palingan yg gampang dibeli tetep kopken or point coffee,tuku dongggg couvee wehhh tolonk couvee buka cabang jabodetabek plsss daily palingan gampang dibeli tetep kopi kenangan or point coffee coffee,positive
05/2024,Yaah belum pernah nyoba yang kopken,yaah nyoba kopi kenangan,negative
05/2024,kopi kenangan manta atau ksknya fm nderr,kopi kenangan manta ksknya fm nderr,neutral
05/2024,tuku oke si tp lbh suka kopken ama fore baru tuku,tuku oke si lbh suka kopi kenangan fore tuku,positive
05/2024,Top 1 tuku Top 2 Fore Top 3 kopken Top 4 janjiw,top 1 tuku top 2 fore top 3 kopi kenangan top 4 janjiw,positive
05/2024,Tapi kopken lbh berasa mirip sbux deh kakk mnurutku coba deh,kopi kenangan lbh berasa mirip starbucks deh kakk mnurutku coba deh,positive
05/2024,matcha oat lattenya wkwk enak bgttt tp lebih nampol kopken sih,matcha oat lattenya wkwk enak bgttt nampol kopi kenangan sih,positive
05/2024,Krn tuku ga ada jdnya couvee/kopken mantan less sugar,tuku jdnya couveekopken gula,neutral
05/2024,Kopi kenangan best,kopi kenangan best,positive
05/2024,"Daily kopken sama calf, kalo nongkrong enaknya tuku",daily kopi kenangan calf nongkrong enaknya tuku,positive
05/2024,"Gue dulu kekeuh kopken kenangan mantan top tier, setelah menciba Fore, semuanya berubah tp fore mahal ajg ukuran largenya bisa beli ukuran jumbo kopken",keras kepala kopi kenangan kenangan top tier menciba fore berubah fore mahal ajg ukuran largenya beli ukuran jumbo kopi kenangan,negative
05/2024,"Kemaren nyoba matcha latte nya pakai oat milk, tapi agak kecewa ternyata masih lebih enak kopken",nyoba matcha latte nya pakai oat milk agak kecewa enak kopi kenangan,negative
05/2024,"duh kangen tuku..., tuku hadir di makassar dong kopken aku juga suka tp agak terlalu strong buat aku bisa ga tdr gw",aduh kangen tuku tuku hadir makassar kopi kenangan suka agak strong tidur,positive
05/2024,sejauhh ini msihh kopken siii,sejauhh msihh kopi kenangan siii,negative
05/2024,ada rekomen selain kopken ga kak? suka yg rasa2 rumputnya masih kerasa,rekomen kopi kenangan kak suka rasa2 rumputnya kerasa,positive
05/2024,"kok ak gak merasa ini endul sprti kata orang"" ya. masi enakan kopken, point coffee",gak endul masi enakan kopi kenangan point coffee coffee,negative
05/2024,Kopken sih masih ter luv,kopi kenangan sih ter luv,negative
05/2024,"Deket rumah ada point, fore, tuku, kopken sma tomoro. Fore blm dicoba, tomoro masih yg ter so far",deket rumah point coffee fore tuku kopi kenangan tomoro fore dicoba tomoro ter so far,positive
05/2024,thai tea kopken best bgt!,thai tea kopi kenangan best banget,positive
05/2024,"baru bgt tdi beli lagi promo sgini cuma 65k aja nderr, btw kopken udah paling enak yg kopi kenangan mantannya nderr pasti",banget beli promo sgini 65k nderr ngomong-ngomong kopi kenangan enak kopi kenangan mantannya nderr,positive
05/2024,Ice americano regular ice no sugar atau kopi kenangan mantan less ice less sugar. Andalanku,ice americano regular ice gula kopi kenangan ice gula andalanku,positive
05/2024,kopi kenangan mantan udah bestttt,kopi kenangan bestttt,negative
05/2024,"Aku biasanya -Kopi kenangan mantan no sugar, less milk, extra ice -Iced americano no sugar, less water, extra ice Met mencoba~",kopi kenangan gula milk extra ice iced americano gula water extra ice met mencoba,positive
05/2024,kopi susu kopken masih juara sih menurut gw,kopi susu kopi kenangan juara sih,positive
05/2024,"fore, janjiw, tuku, kopken, tomoro",fore janjiw tuku kopi kenangan tomoro,neutral
05/2024,"Kopi kenangan mantan, aku biasanya less sugar. Sama kalau mau coba teh, earl grey- ya enak lho.",kopi kenangan gula coba kakak perempuan earl grey enak lho,positive
05/2024,Yh sebagai anak cupu ngopi Urutan dari yg masih cukup bisa di toleransi sampe engga bisa : *artinya dari yg mild ke strong 1. Cold brew tanamera 2. Fore 3. Tomoro 4. Kopken jawara beans (lainnya gk dulu) 5. Point coffee,yh anak cupu ngopi urutan toleransi engga mild strong 1 cold brew tanamera 2 fore 3 tomoro 4 kopi kenangan jawara beans gk 5 point coffee coffee,positive
05/2024,Ulonnn must tryyyy Kopken Janjiw Ini urutan kopiku,ulonnn must tryyyy kopi kenangan janjiw urutan kopiku,neutral
05/2024,"Mako, jco, kopi kenangan, chatime",mako jco kopi kenangan chatime,positive
05/2024,Kopi kenangan mantan less sugar udah the best,kopi kenangan gula best,positive
05/2024,Iced Americano KopKen tapi yg less sugar Blm kuat kalo yg no sugar bgt,iced americano kopi kenangan gula kuat gula banget,positive
05/2024,kopken gasih,kopi kenangan gasih,positive
05/2024,"Kopi gitu jarang yg ada taxnya. Kaya kopken, janjiw, tuku",kopi jarang taxnya kaya kopi kenangan janjiw tuku,negative
05/2024,"lumayan kak, dulu aku masukkin kopken ke tumblernya trs seharian es nya masih ada",lumayan kak masukkin kopi kenangan tumblernya seharian es nya,positive
05/2024,"Dari kopken, waktu itu belinya dpt harga promo, daya tampung 1 liter, mayan lahh",kopi kenangan belinya harga promo daya tampung 1 liter mayan lahh,positive
05/2024,"Point coffee I cinta machanya.. Tp Emg kyna tiap tempat jual minuman Itu item macha/green teanya enak2. Kopken, janjiw, point, bahkan gacoan pun greentea/machanya enak",point coffee coffee i cinta machanya memang kyna jual minuman hitam machagreen teanya enak2 kopi kenangan janjiw point coffee gacoan greenteamachanya enak,positive
05/2024,"gais enakan tuku, kopken, calf, atau fore ya? **bkn buat aku, tp momskiku yg sukanya kopken, beliau kurang cocok sm tomoro",gais enakan tuku kopi kenangan calf fore momskiku sukanya kopi kenangan cocok tomoro,positive
05/2024,Kopken menurut aku se creamu tuku,kopi kenangan creamu tuku,positive
05/2024,"kalo moms km suka yg kopinya strong, tuku. kalo mau tipe light, fore. kalo mau yg susu kopi balance tp seleranya yg manis, kopken. overall tuku terbaik",moms suka kopinya strong tuku tipe terang fore susu kopi balance seleranya manis kopi kenangan overall tuku terbaik,positive
05/2024,"tuku sih buat aku, aku juga lufff banget sama kopken dan gacocok sama tomoro karena gberasa kopinya",tuku sih lufff banget kopi kenangan gacocok tomoro gberasa kopinya,positive
05/2024,"Belum ada Tuku disini, kalo adaaa deh nnti boleh dicobaa Matchanyaa enaaakkk menurutku, mengalahkan kopken sama tomoro Noted. Besok kalo kesana lagi nyoba dark chocolatenyaaa. Makasih banyaaaaak",tuku disini adaaa deh nnti dicobaa matchanyaa enaaakkk menurutku mengalahkan kopi kenangan tomoro noted besok kesana nyoba dark chocolatenyaaa terima kasih banyaaaaak,positive
05/2024,"tuku kopi strong enak dan thick, kalau agak light tp ttp enak fore/kopken",tuku kopi strong enak thick agak terang enak forekopken,positive
05/2024,"nemu yg mirip2 tuku, cobain kopken creamy aren latte.",nemu mirip2 tuku cobain kopi kenangan creamy aren latte,positive
05/2024,agree!!! pertama tuku kedua kopken,agree tuku kopi kenangan,positive
05/2024,Kok aku lupaaa yaa ini pernah di review pernah pengen nyoba pas ke kopken malah ga pesen,lupaaa yaa review pengen nyoba pas kopi kenangan pesen,negative
05/2024,"mayan, suruh pran nabung lagi masih ada chatime, kopken, bakmi gm, sushi tei yang harus masuk",mayan suruh pran nabung chatime kopi kenangan bakmi gm sushi tei masuk,positive
05/2024,Iyalagi. Enakkk kopsus tetangga no sugar + xtra caramell. Tapi masih belum bisa geser kedudukannya kopken caramel macchiato si. Tapi tuku enak mwehehee.,iyalagi enakkk kopsus tetangga gula xtra caramell geser kedudukannya kopi kenangan caramel macchiato si tuku enak mwehehee,positive
05/2024,Enak cuma kecil seharga kopken yg Large bagiku si kaum murah enak & puas,enak kecil seharga kopi kenangan large bagiku si kaum murah enak puas,positive
05/2024,Iyaa enak. Tapi tetep kopken caramel macchiato menduduki tahta pertama kopisop alaaku.,iyaa enak tetep kopi kenangan caramel macchiato menduduki tahta kopisop alaaku,positive
05/2024,"Keinget semaleman ga bisa tidur dan paginya mecahin gelas karna tremor, akibat minum kopken sore-sore",keinget semaleman tidur paginya mecahin gelas tremor akibat minum kopi kenangan soresore,negative
05/2024,Yaampun ngidam banget es kopi gula arennya kopken:'(,yaampun ngidam banget es kopi gula arennya kopi kenangan,positive
05/2024,iyeah sm kopken sih ohh sm fore jg,iyeah kopi kenangan sih ohh fore,neutral
05/2024,Akuu tp yg kopken kenangan mantan dan yg large wkkwk,akuu kopi kenangan kenangan large wkkwk,negative
05/2024,Yg mirip sama kopi kenangan mantan ada ga,mirip kopi kenangan,positive
05/2024,semuanya enak tp lagi mood kopken,enak mood kopi kenangan,positive
05/2024,"krn ak cm prnh nyoba americano punya kopken, jd saranku yh kopken. tp americanonya alfa express jg enak.",cm nyoba americano kopi kenangan saranku yh kopi kenangan americanonya alfa express enak,positive
05/2024,"Kalo yg full arabica enggak nder, dia lbh light, agak asem, fruity, seger, enak sumpah kalo mau cobain yg gampang sih americanonya tomoro. Kopken aku blm prnh, gatau dia pake beans apa. Kalo yg robusta atau blend emg cenderung pahit, tp tetep enak buatku, wkwk..",full arabica lbh terang agak asam fruity seger enak sumpah cobain gampang sih americanonya tomoro kopi kenangan gatau pakai beans robusta blend memang cenderung pahit tetep enak buatku wkwk,positive
05/2024,"salfok sm gelas tuku & kopken, masih edisi tahun lama itu",salfok gelas tuku kopi kenangan edisi,neutral
05/2024,Kopken thai tea deh kayaknya,kopi kenangan thai tea deh kayaknya,positive
05/2024,thai tea kopi kenangan yang large nder,thai tea kopi kenangan large,positive
05/2024,"Mau ngopi, minggu lalu belum pake jatah kopi Kopken, janjiw , point atau kulo ya",ngopi pakai jatah kopi kopi kenangan janjiw point coffee kulo,neutral
