Date,Text,Text Normalization,Label_Bert
04/2024,Mjb fore emg isinya g penuh sampe atas gitu kah?,mjb fore memang isinya penuh,negative
04/2024,semua menu fore enak kecuali yg junior karna gada rasa kopinya samsek mau nyesel beli tpi ttp enak ah gmn la,menu fore enak junior gada kopinya nyesel beli enak ah gmn,negative
04/2024,"aren latte beneran enakk bangettt, kalai ga mau kopi itu matchanya fore juga enak",aren latte beneran enakk bangettt kalai kopi matchanya fore enak,positive
04/2024,Enakan matcha fore,enakan matcha fore,negative
04/2024,Tetep fore paling enak,tetep fore enak,positive
04/2024,"buttercream latte, irish latte, aku suka latte, ice blended caramel, non coffe choco almond dan dark chocolate, di tempatku belum ada Fore huhu jadi kalo keluar kota selalu beli Fore!",buttercream latte irish latte suka latte ice blended caramel non coffe choco almond dark chocolate tempatku fore huhu keluar kota beli fore,positive
04/2024,"fore wes larang, raenak:(",fore wes larang raenak,negative
04/2024,"Belum cobain fore, pas ada hrs puasa kopi dlu sampe akhir tahun",cobain fore pas puasa kopi,positive
04/2024,Iya bgttttt sumpil tp di bbrapa tmpat masih pake packaging fore dan aku lebih milih yg seperti fore,iya bgttttt sumpil bbrapa tmpat pakai packaging fore milih fore,positive
04/2024,ini mah emg sekelas fore tp harga merakyat,mah memang sekelas fore harga merakyat,positive
04/2024,"B aja si ga bikin berkesan... Kata w tetep enak cosan, calf, sama fore wkwkwk",b si bikin berkesan tetep enak cosan calf fore wkwkwk,negative
04/2024,Oke kak nambah list buat nyobain menu fore lain. Kalo arah aku cuma baru nyoba latte sama kopi susunya,oke kak nambah list nyobain menu fore arah nyoba latte kopi susunya,negative
04/2024,Fore di Cikarang Utara kagak ada apa ya. Etdahh,fore cikarang utara iya etdahh,negative
04/2024,"Setujuuu bgttt, lebi suka yg lama karena kek punya fore kokoh gitu tebel enak kalo dibawa ga mleyottt",setujuuu bgttt lebi suka fore kokoh tebel enak dibawa mleyottt,positive
04/2024,"Yg pertama bikin jatuh cinta sama fore! Request extra shot + less sugar, MANTAP",bikin jatuh cinta fore request extra shot gula mantap,positive
04/2024,gtw nder aku tiap ke fore pesennya butterscotch sea salt wkwk,fore pesennya butterscotch sea salt wkwk,positive
04/2024,duh apa ya dulu pas lagi skripsian sering beli fore lupa lagi apa aja yang dibeli,aduh iya pas skripsian beli fore lupa dibeli,negative
04/2024,"nangis pernah mnta beliin fore 1 lter dibwa perjalanan 4 jam, pas diminum basi pdhal baru bgttt, itu salah dimana nya ya pdhal rapet dan dingin",menangis mnta belikan fore 1 lter dibwa perjalanan 4 jam pas diminum basi pdhal bgttt salah nya iya pdhal rapet dingin,negative
04/2024,"Dibandingin sm varian lain di fore, cukup strong.",dibandingin varian fore strong,positive
04/2024,"sukaaa, enakkk bgttttt. klo beli fore bingung mau yg menu apa tp skrg udh nemu ini gilsss enakk bgtt",sukaaa enakkk bgttttt beli fore bingung menu udah nemu gilsss enakk bgtt,positive
04/2024,apkahar aku kl ke fore selalu pesen non coffe wkwkwkk almond cocoaa terbaikkkkk,apkahar fore pesen non coffe wkwkwkk almond cocoaa terbaikkkkk,positive
04/2024,"Gatau knp fore menurut aku kopinya kurang kerasa, kayak light banget(?)",gatau fore kopinya kerasa kayak terang banget,negative
04/2024,padahal bagus yg packaging kaya fore,bagus packaging kaya fore,positive
04/2024,"aku tim fore junior nder, gasuka kopi, walaupun kurang puas tp enak si",tim fore junior gasuka kopi puas enak si,positive
04/2024,Matcha fore terenak titik.,matcha fore terenak titik,positive
04/2024,"ganok sal, gresik serba gnok pengen tuku fore ae aku kudu nak sby disek",ganok sal gresik serba gnok pengen tuku fore ae nak sby disek,positive
04/2024,ya allah mau coba fore di cilegon gadaaa sedihhh,iya allah coba fore cilegon gadaaa sedihhh,negative
04/2024,Knp y fore disini jauh bgt sialan,fore disini banget sialan,negative
05/2024,Luwak white koffie tarik Malaka mirip fore aren,luwak white koffie tarik malaka mirip fore aren,neutral
05/2024,"ichiban, sutei, fore member klo gasalah",ichiban sutei fore member gasalah,neutral
05/2024,"enakan matcha tomorrow sm fore sih, hampir selevel sm point",enakan matcha tomorrow fore sih hampir selevel point coffee,neutral
05/2024,1. Sagaleh 2. Tuku 3. Fore,1 sagaleh 2 tuku 3 fore,negative
05/2024,"Couvee, fore, yg ketiga belum nemu tapi aku penasaran bgt sama tuku :(((",couvee fore nemu penasaran banget tuku,positive
05/2024,"fore, point, kopken (yg ada di domku)",fore point coffee kopi kenangan domku,neutral
05/2024,"Kopken, fore, point coffee Blm pernah nyoba tuku",kopi kenangan fore point coffee coffee nyoba tuku,positive
05/2024,"tuku, point/fore, kopken (tergantung lagi mood yg lebih strong ato manis)",tuku pointfore kopi kenangan tergantung mood strong manis,positive
05/2024,"Point, fore, kopken Emang karena dekat rumah aja sih",point coffee fore kopi kenangan rumah sih,positive
05/2024,tuku fore famima,tuku fore famima,positive
05/2024,"makmur jaya, tuku, fore",makmur jaya tuku fore,positive
05/2024,"Tuku, Couvee, Fore",tuku couvee fore,neutral
05/2024,"Cantel, fore, blm ketemu",cantel fore ketemu,negative
05/2024,1. kopi kenangan 2. point 3. fore,1 kopi kenangan 2 point coffee 3 fore,positive
05/2024,"fore, tuku, makjay",fore tuku makjay,neutral
05/2024,janjiw fore point coffe,janjiw fore point coffee coffe,neutral
05/2024,"fore, kopken, point (blm nyoba tuku)",fore kopi kenangan point coffee nyoba tuku,neutral
05/2024,"Kalo aku yg pertama ini, tuku, baru fore. Aku minum kopi nana seliter bisa less than 5 days wkwkwkwkw enak bgt.",tuku fore minum kopi nana seliter than 5 days wkwkwkwkw enak banget,positive
05/2024,"fore, janjiw, point coffee. pengen bgt cobain tuku belom kesampean jauh2 disini",fore janjiw point coffee coffee pengen banget cobain tuku kesampean jauh-jauh disini,negative
05/2024,"tuku, fore, kina",tuku fore kina,neutral
05/2024,"Fore, pointcoffee, kopken.. Baru itu aja sih Belum tau yg lain Karna belum nyoba",fore pointcoffee kopi kenangan sih nyoba,negative
05/2024,"Kopken, point, fore. Tp beli yg non kopi sih hehe",kopi kenangan point coffee fore beli non kopi sih he,positive
05/2024,"kenangan, fore, leton",kenangan fore leton,neutral
05/2024,"so far sih fore, fami sama point. soalnya pas nyoba tuku kemarin kayak kurang ngeblend gitu. padahal high expect sm tuku si",so far sih fore fami point coffee pas nyoba tuku kayak ngeblend high expect tuku si,negative
05/2024,"Point Cafe, Kopi Kenangan dan Fore",point coffee cafe kopi kenangan fore,positive
05/2024,1. tuku 2. calf 3. fore,1 tuku 2 calf 3 fore,negative
05/2024,"1. tuku 2. fore 3. (toko kopi jaya) di malang. Tp karna stay ga di malang, jadi nomer 3 nya blm nemu",1 tuku 2 fore 3 toko kopi jaya malang stay malang nomer 3 nya nemu,positive
05/2024,"Tuku , animo , djournal coffe , bright coffee, coffe klasik, fore. Kalau yg murce famimart sama kopi saku / baper point",tuku animo djournal coffe bright coffee coffe klasik fore murce famimart kopi saku baper point coffee,positive
05/2024,"Baru nemu 2 yg jadi 'top' di aku, point coffee sama fore",nemu 2 top point coffee coffee fore,positive
05/2024,Urutan versi ku untuk kopi yg banyak cabang : 1. Point 2. Kopken 3. Fore 4. Tomoro 5. Janji jiwa Urutan versi ku yg lokal pwt : 1. Arasta 2. Awor 3. Soedoet koupi 4. Sadadjiwa,urutan versi ku kopi cabang 1 point coffee 2 kopi kenangan 3 fore 4 tomoro 5 janji jiwa urutan versi ku lokal pwt 1 arasta 2 awor 3 soedoet koupi 4 sadadjiwa,positive
05/2024,"Kawan kopi, fore, tuku. Tuku enak si but for me ga seenak yg dibilang orang2, masi jauh lebih enak kawan kopi",kawan kopi fore tuku tuku enak si but for me seenak dibilang orang2 masi enak kawan kopi,positive
05/2024,Tuku fore djournal,tuku fore djournal,positive
05/2024,"point coffe, fore, baru dua itu aja.",point coffee coffe fore,negative
05/2024,"Tuku, amstir, fore",tuku amstir fore,negative
05/2024,"fore, tuku, point. untuk gue yg suka mabok kopi, kopi mereka sangat ok di lambung gw",fore tuku point coffee suka mabok kopi kopi ok lambung,positive
05/2024,"tuku, fore, fm",tuku fore fm,negative
05/2024,"Tuku, fore, bakeaholic, calf, kopken lebih 2",tuku fore bakeaholic calf kopi kenangan 2,positive
05/2024,"karna disini gada tuku jadi fore, tomoro, point coffe",disini gada tuku fore tomoro point coffee coffe,positive
05/2024,"Fore, tuku, famima.",fore tuku famima,neutral
05/2024,"Tuku, djournal, fore",tuku djournal fore,neutral
05/2024,1. Djournal 2. Fore 3. Tuku ketiganya juara di level thicknessnya.,1 djournal 2 fore 3 tuku ketiganya juara level thicknessnya,positive
05/2024,"Karena di sini gak ada tuku, jadi famima, fore, point' coffe...",gak tuku famima fore point coffee coffe,positive
05/2024,"tuku, fore, calf",tuku fore calf,neutral
05/2024,"Tuku, Fore, Point",tuku fore point coffee,neutral
05/2024,"tuku, kopken, fore, point GABISA PILIH 3",tuku kopi kenangan fore point coffee gabisa pilih 3,neutral
05/2024,"Tuku, Fore, Tomoro",tuku fore tomoro,neutral
05/2024,"makmur jaya, fore, blm nemu",makmur jaya fore nemu,positive
05/2024,Utk yg udh ada brand bnyak cabang fore sma kopken. Yg lokal dom Kopiria Cerita senja. Mau coba tuku tp belm ada di dom,udah brand bnyak cabang fore kopi kenangan lokal dom kopiria cerita senja coba tuku belm dom,positive
05/2024,"tuku susu tetangga, fore butterscotch, kopken signature (bukan yg biasa), tomoro coconut (less sweet)",tuku susu tetangga fore butterscotch kopi kenangan signature tomoro coconut sweet,positive
05/2024,"Tuku, arah, fore",tuku arah fore,neutral
05/2024,Point jco fore jagoanku,point coffee jco fore jagoanku,positive
05/2024,"Goldenblack, tuku, fore",goldenblack tuku fore,neutral
05/2024,"tuku, makmur jaya, fore",tuku makmur jaya fore,neutral
05/2024,tuku kopken calf fore (tapi mahal huehue),tuku kopi kenangan calf fore mahal huehue,positive
05/2024,"Fore, janji jiwa, familymart (termasuk gasih???)",fore janji jiwa familymart gasih,neutral
05/2024,"fore, kopken, point pengen nyobain tuku tapi di domku gaada:(",fore kopi kenangan point coffee pengen nyobain tuku domku uang,positive
05/2024,"Tuku, calf, fore",tuku calf fore,neutral
05/2024,"tuku, fore, kopken sih",tuku fore kopi kenangan sih,negative
05/2024,"kopken, tuku, point, harga terjangkau juga, fore ok sih tp agak mehong",kopi kenangan tuku point coffee harga terjangkau fore ok sih agak mehong,positive
05/2024,"tuku, calf, fore",tuku calf fore,neutral
05/2024,"Tuku, fore, calf!!!",tuku fore calf,negative
05/2024,"Gb, fore, dan apa yah lupa yg penting bukan kopken",gb fore yah lupa kopi kenangan,neutral
05/2024,"calf enak banget nder creamy gtu kopinya, harus cobain fore tuku oke lah",calf enak banget creamy gtu kopinya cobain fore tuku oke,positive
05/2024,Utk 20-30an fore tuku. Utk 50k-an arabica sm creme brulee latte Monsieur Spoon enak bgttt aaaaa,2030an fore tuku 50kan arabica creme brulee latte monsieur spoon enak bgttt aaaaa,positive
05/2024,"Fore, tuku, gb",fore tuku gb,negative
05/2024,"Fore, tuku, ada salah satu cafe di bdg yg biji kopinya enak bgt tapi lupaaaa",fore tuku salah cafe bandung biji kopinya enak banget lupaaaa,positive
05/2024,Guys kasih rekomendasi menu di FORE dong....mulai dari menu kopi dan bukan kopinya,teman-teman kasih rekomendasi menu fore dongmulai menu kopi kopinya,neutral
05/2024,"tomoro, fore, tuku",tomoro fore tuku,neutral
05/2024,"fore, kenangan, kemenangan (semarang only)",fore kenangan kemenangan semarang only,neutral
05/2024,"tomoro, couvee, 28, fore luv syekalii",tomoro couvee 28 fore luv syekalii,neutral
05/2024,"Fore, flash, tuku",fore flash tuku,positive
05/2024,"Fore, amstirdam, point(tergantung cabang sama baristanya kalo ini)",fore amstirdam pointtergantung cabang baristanya,neutral
05/2024,1. Tuku 2. Fore 3. kopi calf & djournal,1 tuku 2 fore 3 kopi calf djournal,positive
05/2024,Boleh tambah fore ga sih wkwkkw,fore sih tertawa,negative
05/2024,"Tuku sama fore emang paling masuk di lidah gue, sayangnya tuku itu outletnya jarang",tuku fore masuk lidah sayangnya tuku outletnya jarang,positive
05/2024,"Tuku, fore, 5cm",tuku fore 5cm,negative
05/2024,"fore, kopken, janjiw",fore kopi kenangan janjiw,neutral
05/2024,"top 3 gua tuku, fore, calf",top 3 tuku fore calf,neutral
05/2024,"Kopi kenangan, fore, collective",kopi kenangan fore collective,negative
05/2024,"Blue doors, djournal, fore Tuku menurutku terlalu creamy tbh",blue doors djournal fore tuku menurutku creamy tbh,positive
05/2024,"point janjiw karena bener bener sampe tahap barista dah kenal ama aku wkwkwkw. kalo fore baru nyoba sekali & zonk, tomoro belum ada nyoba.",point coffee janjiw benar benar tahap barista deh kenal wkwkwkw fore nyoba bodoh tomoro nyoba,negative
05/2024,"Tuku, Fore dan Point Coffee",tuku fore point coffee coffee,neutral
05/2024,"tuku, point coffee n fore",tuku point coffee coffee fore,neutral
05/2024,"Fore, tuku, jokopi",fore tuku jokopi,neutral
05/2024,"Coffeeenatics, Tuku, Fore",coffeeenatics tuku fore,positive
05/2024,"Nusae, Fore, golden black tu the best pokoknya",nusae fore golden black tu best pokoknya,positive
05/2024,1. Kopken 2. Fore 3. Tuku/makmur jaya,1 kopi kenangan 2 fore 3 tukumakmur jaya,positive
05/2024,"Fore, Tuku, Kopi kenangan (tergantung store ada yg enak ada yg engga)",fore tuku kopi kenangan tergantung store enak engga,positive
05/2024,"Tuku, fore, bikinan sendiri, nder",tuku fore bikinan,neutral
05/2024,"cosan, kopken, soe fore lupa rasanya wkwk",cosan kopi kenangan soe fore lupa wkwk,negative
05/2024,"SAMAA NDERRR, TOP 3 GUE HANYA TUKU DAN FORE yg lain so-so aja..",samaa nderrr top 3 tuku fore soso,negative
05/2024,"sama nder, masi tuku, fore.",masi tuku fore,positive
05/2024,"tuku, fore (tp nggak dg buttersc), point enak tapi yg deket rumah baristanya judes gt kek ga ikhlas mana ga ngomong ap2",tuku fore dg buttersc point coffee enak deket rumah baristanya judes ikhlas bicara apa-apa,negative
05/2024,"Kulo, Fore, Tomoro, kalau di Malang ada Kopi Jaya, di Ponorogo bisa cobain Hataria.",kulo fore tomoro malang kopi jaya ponorogo cobain hataria,positive
05/2024,"tuku(the besttttt), fore, tomoro",tukuthe besttttt fore tomoro,positive
05/2024,"point, kopi kenangan, fore/tomoro",point coffee kopi kenangan foretomoro,positive
05/2024,"Tuku, fore, point coffee",tuku fore point coffee coffee,neutral
05/2024,"tuku, fore, kopi jaya",tuku fore kopi jaya,neutral
05/2024,jaya dan fore udh gada top 3,jaya fore udah gada top 3,neutral
05/2024,"tuku, fore, secondfloor, komvnal (ini adanya di temanggung aja)",tuku fore secondfloor komvnal temanggung,neutral
05/2024,"Kopken, fore, point coffee Tapi yg paling sering dibeli tetep kopken",kopi kenangan fore point coffee coffee dibeli tetep kopi kenangan,positive
05/2024,"Fore, awor (ini ada di jogja), point (vanilla latte)",fore awor jogja point coffee vanilla latte,positive
05/2024,"Tomoro, point coffe dan fore belinya di gofood karena banyak diskon. https://x.com/trendythreads__/status/1786388655134896244?t=C8hHfI4UoEkORQNKWhs-5A&s=19…",tomoro point coffee coffe fore belinya gofood diskon,positive
05/2024,"Tuku,fore,point. -Minum tuku kaya minum air putih bbrpa kali sruput langsung abis -fore banyak diskonnya. -Point sering diskon tiap hari senin.",tukuforepoint minum tuku kaya minum air putih bbrpa sruput habis fore diskonnya point coffee diskon,positive
05/2024,"tuku, fore, indomaret point (masih terbatas nyobanya)",tuku fore indomaret point coffee terbatas nyobanya,neutral
05/2024,"fore, couvee, seperdua",fore couvee seperdua,neutral
05/2024,"Golden Black, Fore, Tuku",golden black fore tuku,neutral
05/2024,"tuku, fore, famima wkwkwkwk",tuku fore famima wkwkwkwk,neutral
05/2024,"fore, tuku, kopken. Btw tomoro gEnak hwek",fore tuku kopi kenangan ngomong-ngomong tomoro genak hwek,positive
05/2024,"Tuku, fore, kopi kemenangan",tuku fore kopi kemenangan,positive
05/2024,1. Fore 2. Tuku 3. Kopi bawah tangga,1 fore 2 tuku 3 kopi tangga,positive
05/2024,"kopken, fore, flash coffee banyak si sebenernya",kopi kenangan fore flash coffee si sebenernya,positive
05/2024,"Kopi kenangan, point coffe, fore",kopi kenangan point coffee coffe fore,positive
05/2024,"fore, point dan pengen nyobain tuku knp blm ada di jogja",fore point coffee pengen nyobain tuku jogja,negative
05/2024,"Fore, tuku, fore",fore tuku fore,negative
05/2024,"makjay, fore, kawan",makjay fore kawan,neutral
05/2024,"Tuku, fore, tomoro/point coffe dah",tuku fore tomoropoint coffe deh,positive
05/2024,"Kopken, couvee, sama point. Skip dulu fore kalo lagi tanggal tua",kopi kenangan couvee point coffee skip fore tanggal tua,negative
05/2024,"Tuku, XXI (maaf bgt soalnya emg kopi pandannya enak betul), dan Fore",tuku xxi maaf banget memang kopi pandannya enak fore,positive
05/2024,"replyannya pada suka tuku, aku first time nyoba cukup. gak lagi. aku tim point ofc, kopken, titik koma/fore/tomoro",replyannya suka tuku first time nyoba gak tim point coffee ofc kopi kenangan titik komaforetomoro,positive
05/2024,"jd makin penasaran sm tuku, fore otw cobain ahh","penasaran tuku fore on way, jalan cobain ahh",positive
05/2024,"Calf, tuku, fore. Excelso tp mahal wkwkwk",calf tuku fore excelso mahal wkwkwk,negative
05/2024,1. Couvee 2. Tuku 3. Indopoint 4. Fore,1 couvee 2 tuku 3 indopoint 4 fore,negative
05/2024,"calf, fore, tuku",calf fore tuku,neutral
05/2024,Fore Tuku Kenangan,fore tuku kenangan,positive
05/2024,sejauh ini masih fore dihati,fore dihati,negative
05/2024,"Fore, xxi, indopoint:kopken(?) sama sbnrnya stuja jg sip tp ga bnyak cabang tomoro jg yg disuka matcha""annya, tuku&golden black blm prnh cb tp kepo",fore xxi indopointkopken sbnrnya stuja sip bnyak cabang tomoro disuka matchaannya tukugolden black coba urusan,negative
05/2024,Kalo aku fore suka yg caramel praline macchiato.,fore suka caramel praline macchiato,positive
05/2024,"Kopken, fore, janjiw For their americano sii, menu lain ga tau",kopi kenangan fore janjiw for their americano sii menu,negative
05/2024,- Fore - Point - Janji Jiwa,fore point coffee janji jiwa,negative
05/2024,"fore, tuku, tomoro!!!!!!!!",fore tuku tomoro,negative
05/2024,"tuku, fore, ud djaya",tuku fore djaya,neutral
05/2024,Tuku kopi tetangga Fore lupa yg ada seasalt Konnichiwa Sapporo Djournal coklat tapi kopi lupa yg mana Kulo yg ada cheesecream Goldenblack kayaknya apa aja enak,tuku kopi tetangga fore lupa seasalt konnichiwa sapporo djournal coklat kopi lupa kulo cheesecream goldenblack kayaknya enak,positive
05/2024,"Udah beli fore yang best seller, rasanya receh anjir. dahlah paling bener tuku",beli fore best seller receh anjing dahlah benar tuku,positive
05/2024,"tuku, fore, djournal",tuku fore djournal,neutral
05/2024,"Fore, tuku, kopken, point",fore tuku kopi kenangan point coffee,neutral
05/2024,1. fore 2. tuku 3. point coffee,1 fore 2 tuku 3 point coffee coffee,positive
05/2024,"aku sih so far so good ya: tujuh dua (local coffee), Fore, thirtythree brew, tuku (last soalnya kemarin beli agak kureng )",sih so far so good iya tujuh local coffee fore thirtythree brew tuku last beli agak kureng,positive
05/2024,Fore calf sama point coffee terdabest bintang 5 semua.,fore calf point coffee coffee terdabest bintang 5,neutral
05/2024,"Ada namanya Calf, itu enak bangettt jadi urutannya 1. Fore 2. Calf 3. Blm nemu",namanya calf enak bangettt urutannya 1 fore 2 calf 3 nemu,positive
05/2024,fore belum coba tuku,fore coba tuku,negative
05/2024,"Calf (kalo lg mau yg lumayan strong), little contrast (kalo lg mau yg creamy manis), dan fore (versi signature nya).",calf lumayan strong little contrast creamy manis fore versi signature nya,positive
05/2024,- FORE apapun tetep stop tertinggi ku fore - POINT COFFE : ini dilawan sm kopken aren jg kalah,fore apapun tetep stop tertinggi ku fore point coffee coffe dilawan kopi kenangan aren kalah,negative
05/2024,tuku tomoro fore tolongg dongg kopii tuku segera buka di lampungg tlg bgtt inimahhh,tuku tomoro fore tolongg dongg kopii tuku buka lampungg tlg bgtt inimahhh,neutral
05/2024,Tuku Fore Tanatap,tuku fore tanatap,positive
05/2024,1. Makmur jaya 2. Kopi kenangan 3. Fore,1 makmur jaya 2 kopi kenangan 3 fore,positive
05/2024,"Tuku-fore-kopken (kenangan mantan tp susunya diganti oatside, ini enak banget)",tukuforekopken kenangan susunya diganti oatside enak banget,positive
05/2024,"Tuku, point coffee, fore",tuku point coffee coffee fore,positive
05/2024,"top 3 yg branchnya banyak: arah kopi, fore (sbnrnya bisa rank 1 kalo defaultnya ga kemanisan), sm konnichiwa (lupa2 inget tp okelah ga mengecewakan) trus korner di bbrp ck enaknya di atas rata2, ada juga yg b aja. tomoro pernah nyoba malah zonk (apa grgr kemakan ekspektasi ya)",top 3 branchnya arah kopi fore sbnrnya rank 1 defaultnya kemanisan konnichiwa lupa2 inget okelah mengecewakan korner bbrp ck enaknya rata2 b tomoro nyoba bodoh grgr kemakan ekspektasi iya,positive
05/2024,1. Tuku 2. Fore 3. Flash,1 tuku 2 fore 3 flash,negative
05/2024,Arabica Tuku fore,arabica tuku fore,positive
05/2024,so far cuma tuku sama fore sih,so far tuku fore sih,negative
05/2024,Tuku Calf Fore,tuku calf fore,negative
05/2024,"janjiw, fore",janjiw fore,neutral
05/2024,Fore emang seenak itu,fore seenak,positive
05/2024,1. tuku 2. fore 3. makjay / toko djawa,1 tuku 2 fore 3 makjay toko djawa,positive
05/2024,"Tuku, fore, arah coffee",tuku fore arah coffee,neutral
05/2024,Tuku fore dah.,tuku fore deh,negative
05/2024,"couve, seperdua, tuku, janjiw, kopken, fore, tomoro, jatinangor juga oke gbs milihh",couve seperdua tuku janjiw kopi kenangan fore tomoro jatinangor oke milihh,positive
05/2024,"Fore, kopi studio, gatau",fore kopi studio gatau,neutral
05/2024,"fore yg manuka less sweet, baru americano biasa",fore manuka sweet americano,positive
05/2024,1. Fore 2. Harlan + holden 3. Kopi kenangan But akhir2 ini lagi suka banget sama harlan holden yang varian butterscotch latte. Seenak ituu. Sea salt latte lumayan sihh. Oh! Sama brown sugar lattenya juga ok!,1 fore 2 harlan holden 3 kopi kenangan but akhir2 suka banget harlan holden varian butterscotch latte seenak ituu sea salt latte lumayan sihh brown gula lattenya ok,positive
05/2024,"Temen ku yg suka sama kopken+fore,katanya kureng untuk kopinya. Tapi kemaren liat di TL katanya varian hojicha sama matcha tomoro enak. Tapi semua tergantung selera,jadi buktiin masing² varian aja wkwkwk",teman ku suka kopkenforekatanya kureng kopinya lihat tl varian hojicha matcha tomoro enak tergantung selerajadi buktiin varian wkwkwk,positive
05/2024,enakan mana ama fore,enakan fore,positive
05/2024,"karena disini gak ada Kopi Tuku, jadi top tier masih kopinya Fore sih.",disini gak kopi tuku top tier kopinya fore sih,positive
05/2024,andalanku stelah matcha fore top mantap is the best pokoknya!!!,andalanku matcha fore top mantap is best pokoknya,positive
05/2024,"sejauh ini yang masih menjadi top tier di lidahku itu adalah fore, tuku juga enak cuma bagiku after taste nya tuh asem banget dan agak tajem di lambung moengilku wkwkwk",top tier lidahku fore tuku enak bagiku after taste nya tuh asam banget agak tajem lambung moengilku wkwkwk,positive
05/2024,"samaaa!! tuku sih paling utama kl gaada tuku ya fore kl ga mereka berdua ya tokjaw selain itu apayaa, itu jaa top 3 aku",samaaa tuku sih utama uang tuku iya fore berdua iya tokjaw apayaa jaa top 3,positive
05/2024,fore mylop tp kl mau beli hrs nabung + mikir dl..,fore mylop beli nabung mikir dl,neutral
05/2024,Wkwk sama lagi kak. Aku suka sama kopi tergantung bikin perut kembung atau gak tapi tetep siihh point coffee & Fore andalanku krna paling ramah dilambungku. soalnya di domku ga ada Tuku jd gatau rasanya gmna,wkwk kak suka kopi tergantung bikin perut kembung gak tetep siihh point coffee coffee fore andalanku krna ramah dilambungku domku tuku gatau gmna,positive
05/2024,"Anomali-Revolver-Fore, tuku gak ada di bali",anomalirevolverfore tuku gak bali,negative
05/2024,Nikmat yaa ada tuku & fore yg tinggal ngesot doank..,nikmat yaa tuku fore ngesot doank,positive
05/2024,1. Point coffee (plis ini enakk bgttt) 2. Fore coffee (jangan pesen vanilla lattenya tp) 3. Tuku,1 point coffee coffee plis enakk bgttt 2 fore coffee pesen vanilla lattenya 3 tuku,positive
05/2024,"yang di jogja cosan si best, kalo ga ya fore my love",jogja cosan si best iya fore my love,positive
05/2024,"aku lg gila gila fore nder, entah itu butterscotch sea salt atau buttercream aduh plis mau beli tiap hari tp nanti miskin",gila gila fore butterscotch sea salt buttercream aduh plis beli miskin,negative
05/2024,tuku and fore udh top tier sihhhh gaada lawan!!!,tuku and fore udah top tier sihhhh uang lawan,positive
05/2024,"Fore vs Tuku, enak mana? Kasih referensi kalian dong... pengen coba yg lain soalnya pasti aku belinya Point Coffee terus",fore vs tuku enak kasih referensi pengen coba belinya point coffee coffee,positive
05/2024,"Kalo yg punya banyak store, top tierku adalah fore.",store top tierku fore,positive
05/2024,"2 merk yg jadi favorit si Opal Coffee (di rumah jg pakai ini kalau bikin sendiri) & Fore. Fore lebih mihil, tp kalau beli yg 1 liter kdg ada promo jd +/- 120rb dpt 2 liter.",2 merk favorit si opal coffee rumah pakai bikin fore fore mihil beli 1 liter kdg promo 120rb 2 liter,positive
05/2024,salted carame mocha fore ttap cintaku,salted carame mocha fore ttap cintaku,positive
05/2024,Calf : - Caramel Jefferson Float - Butterscotch Macchiato - Es kopi Calf Reguler add on Caramel Jump Start : Caramel Macchiato Fore : - Buttercream Tiramisu Latte - Butterscotch Sea Salt Latte Belom ada yg bisa nandingin ini semuwa,calf caramel jefferson float butterscotch macchiato es kopi calf reguler add on caramel jump start caramel macchiato fore buttercream tiramisu latte butterscotch sea salt latte nandingin semuwa,neutral
05/2024,"TUKU, CALF, MAKMUR JAYA (BANDUNG AREA ONLY), FORE, FLASH COFFEE SAMA SEBELAS COFFEE AKA 11/11 (KALAU TUGAS KE JOGJA)",tuku calf makmur jaya bandung area only fore flash coffee sebelas coffee dikenal 1111 tugas jogja,neutral
05/2024,Masih kemanisan. Lebih suka matchanya fore.,kemanisan suka matchanya fore,positive
05/2024,"Fore, tuku, point",fore tuku point coffee,negative
05/2024,"Tuku kl yg kerasa bgt creamynya trs rasa kopinya pekat. Kl fore ampuh diaku nahan ngantuk, yg paling juara butterscotch seasalt latte enak bgt creamynya pas rasa kopinya nendang apalagi butternya",tuku kerasa banget creamynya kopinya pekat fore ampuh diaku nahan ngantuk juara butterscotch seasalt latte enak banget creamynya pas kopinya nendang butternya,positive
05/2024,"Enak banget ada Tuku yg dekat dengan lokasi kamu kalau dekat kantorku yg tinggal ngesot jalan kaki cuman fore, kopken ama sbux doank. Nahh skrg yg paling sering cuman ke fore doank",enak banget tuku lokasi kantorku ngesot jalan kaki cuman fore kopi kenangan starbucks doank nahh cuman fore doank,positive
05/2024,"Kak, Tuku 1L botol gede ini, kalau di kulkas cuman tahan 2-3 hari doank kan ya? Sama kaya fore 1L. Kamu beli 2botol gede gini apa sanggup ngabisinnya?",kak tuku 1l botol gede kulkas cuman tahan 23 doank kan iya kaya fore 1l beli 2botol gede gini sanggup ngabisinnya,negative
05/2024,"couvee java, fore butterscotch sea salt latte, 28 creme brulee sama salted caramel, kemenangan salted caramel sama butterscotch, tuku enak tp terlalu creamy buat aku menurutku tuku mirip sama cosan",couvee java fore butterscotch sea salt latte 28 creme brulee salted caramel kemenangan salted caramel butterscotch tuku enak creamy menurutku tuku mirip cosan,positive
05/2024,"tuku sih asli, trs fore sama point",tuku sih asli fore point coffee,positive
05/2024,"Fore, Tuku dan arah coffee yang coconut 3 teratas versi akuuu",fore tuku arah coffee coconut 3 teratas versi akuuu,positive
05/2024,fore dan tuku adalah kunci,fore tuku kunci,neutral
